[ 5.07357036e+01  4.05857143e+01]
 [-4.36538977e+01 -3.86710807e+01]
 [-3.30953471e+01 -3.54895054e+01]
 [-2.54907617e+01 -9.01706334e+00]
 [-4.64803004e+01  2.17185799e+00]
 [-5.21504056e+01 -2.12419094e+01]
 [-5.61425165e+01 -3.13403951e+01]
 [-3.22570774e+01 -1.46377443e+01]
 [-6.03516635e+01 -1.28767157e+01]
 [-4.95420136e+01 -2.70080349e+01]
 [-5.17354265e+01 -2.03782994e+01]
 [-3.26026058e+01 -3.17358218e+01]
 [-5.87335888e+01 -8.63077909e+00]
 [-4.47315188e+01  2.72893897e+00]
 [-3.41159214e+01 -1.87025940e+01]
 [-4.52008095e+01 -3.59941332e+01]
 [-5.74614075e+01 -3.02024661e+01]
 [-4.74265690e+01 -3.44567220e+01]
 [-6.19914520e+01  4.58541070e-02]
 [-5.64718238e+01 -3.23545736e+01]
 [-5.81260751e+01 -7.32960317e+00]
 [-4.51583239e+01 -3.65759201e+01]
 [ 8.46279912e+00  8.76298533e+01]
 [-4.10585176e+01  2.10569319e+00]
 [-3.25246984e+01 -3.17506143e+01]
 [-4.61769446e+01 -1.61746847e+01]
 [-5.69738279e+01 -3.27977259e+01]
 [-5.70127533e+01 -3.14071663e+01]
 [-6.48651803e+01 -9.18982918e+00]
 [-4.93888347e+01 -3.67564534e+01]
 [-4.21772929e+01 -9.45541985e+00]
 [-6.03121562e+01 -9.55627445e+00]
 [-3.37512297e+01 -1.50407307e+01]
 [-6.19058499e+01 -1.28180161e+01]
 [-3.70731887e+01  1.45492860e+00]
 [-3.63115674e+01  4.39642660e+00]
 [-4.21425135e+01 -2.68518869e+00]
 [-4.03825164e+01 -7.48913505e+00]
 [-4.58834200e+01 -2.80875954e+01]
 [-5.08045871e+01 -3.54183939e+01]
 [-6.07140750e+01 -7.07033015e+00]
 [-3.53166060e+01 -3.94012129e+01]
 [ 6.85849238e+00  2.34350080e+01]
 [-5.43301230e+01 -3.14478066e+01]
 [-5.92587889e+01 -1.07693431e+01]
 [ 1.21767156e+01  8.82282761e+01]
 [-6.01620155e+01  2.79232503e+00]
 [-4.70848791e+01 -2.22205676e+01]
 [-4.71088739e+01 -1.96660733e+01]
 [-6.02994170e+01 -1.29627541e+01]
 [-4.29142103e+01 -1.84977587e+01]
 [-5.15769825e+01 -1.39251036e+01]
 [-5.93834402e+01 -1.09493678e+01]
 [-3.81303189e+01 -1.78609536e+01]
 [-2.51244897e+01 -3.32456145e+01]
 [-4.99518863e+01 -3.58072059e+01]
 [-3.44977190e+01  2.23272820e+00]
 [-4.31408530e+01 -3.67988331e+01]
 [-5.23874353e+01 -2.55127809e+01]
 [-2.94637031e+01 -1.94301308e+01]
 [-4.90969680e+01 -3.55153783e+01]
 [-4.62344542e+01 -3.21202726e+01]
 [-6.43500715e+01 -9.15723661e+00]
 [-5.58268763e+01 -1.75019995e+01]
 [-2.51216913e+01 -3.32620516e+01]
 [-4.16428932e+01 -3.93904291e+01]
 [-2.54225859e+01 -2.18074207e+01]
 [-4.26162344e+01 -3.47886117e+01]
 [-3.01168021e+01 -8.16051024e+00]
 [-6.16203212e+01 -7.46272000e+00]
 [-4.55333860e+01 -3.41538999e+00]
 [-4.24910938e+01 -3.41027841e+01]
 [-3.39874846e+01  2.79203739e-01]
 [-4.30342780e+01 -2.98078128e+01]
 [-5.41568984e+01 -3.62995676e+01]
 [-6.41368921e+01 -6.94249336e-03]
 [-4.79776950e+01 -3.48145510e+01]
 [-5.94052401e+01 -2.38926212e+01]
 [-4.75712594e+01 -3.51624385e+01]
 [-4.67889568e+01 -3.09040610e+01]
 [ 7.36176244e+00  2.39047061e+01]
 [-2.20194162e+01 -2.31291367e+01]
 [-4.60540328e+01 -3.45502873e+01]
 [-3.69232618e+01  3.12638211e+00]
 [-3.31162189e+01  1.62466299e+00]
 [-3.53148391e+01 -6.70175276e+00]
 [ 7.14326575e+01  2.71622878e+01]
 [-4.47819050e+01 -5.80799568e+00]
 [-5.50420836e+01 -2.12046464e+01]
 [-3.33198472e+01  6.37457902e+00]
 [-4.99206785e+01 -3.60173521e+01]
 [-3.42005382e+01 -4.24470182e+01]
 [-4.55857916e+01 -1.20313379e+01]
 [ 7.14349334e+01  2.71604684e+01]
 [-4.16488102e+01 -3.56925749e+01]
 [-5.20420860e+01 -3.89258144e+01]
 [-5.42417047e+01  2.87198530e+00]
 [-4.25598317e+01 -1.83952362e+01]
 [-3.40186251e+01  1.23457134e+00]
 [-5.44414302e+01  2.58478643e+00]
 [-5.75397089e+01 -2.98451421e+01]
 [-4.29864610e+01 -2.47045327e+01]
 [-5.00888630e+01 -3.61532065e+01]
 [-4.64815155e+01 -2.38065686e+01]
 [-4.90720534e+01  1.62871263e+01]
 [-2.35106991e+01  9.09425595e+01]
 [-2.76316668e+01 -1.74935171e+01]
 [-5.33563958e+01  1.43972200e+01]
 [-3.56534193e+01 -1.32757918e+01]
 [-4.91092794e+01  1.61337639e+01]
 [-4.50041215e+01 -1.76234887e+00]
 [-3.66471200e+01 -3.73571041e+01]
 [-5.40402506e+01  1.15915223e+00]
 [-5.93166531e+01 -4.45713135e+00]
 [-5.24492166e+01 -2.53565592e+01]
 [-3.55474761e+01 -5.36932419e+00]
 [-5.40882208e+01  1.05454698e+00]
 [-5.53264826e+01  1.19080390e+01]
 [-3.75932068e+01 -3.67926432e+01]
 [-5.40611792e+01  3.04855032e+00]
 [-5.41793940e+01  1.60745711e+01]
 [-3.43586840e+01 -5.68107176e+00]
 [-5.47802909e+01  3.60890097e+00]
 [-4.04542009e+01  6.44024175e+00]
 [-4.30390680e+01  2.12514342e+01]
 [-4.36726293e+01 -2.20379772e+01]
 [-5.09534352e+01 -3.46456908e+01]
 [-4.73801539e+01 -3.56504568e+01]
 [-3.09395551e+01 -1.55221953e+00]
 [-6.14286077e+01 -9.00095710e+00]
 [-4.03601584e+01 -7.50081344e+00]
 [-4.66201912e+01 -5.26146297e+00]
 [-1.96240879e+01 -3.36583013e+01]
 [-4.20135388e+01 -1.59848063e+00]
 [-1.95627971e+01 -3.36713150e+01]
 [-5.49670721e+01 -2.42488779e+01]
 [-1.94736838e+01 -3.36747351e+01]
 [-3.64094755e+01  1.90191666e+01]
 [-2.77706567e+01 -2.96135722e+01]
 [-1.97370720e+01 -3.36433756e+01]
 [-3.19459819e+01 -3.36789000e+01]
 [-4.87742956e+01 -2.01454463e+00]
 [-4.53952103e+01 -1.87089977e+00]
 [-2.30828414e+01 -1.51692844e+01]
 [-3.72646095e+01 -2.18162407e+00]
 [-3.18648434e+01 -3.38109372e+01]
 [-5.83556323e+01  8.60279560e+00]
 [-5.47392903e+01  1.09763973e+01]
 [-5.67038315e+01 -4.07007979e+01]
 [-5.28415303e+01 -1.26750290e+01]
 [-4.52762323e+00  1.98204753e+01]
 [-5.85149235e+01 -9.38153358e+00]
 [-9.89041320e+01  3.47267990e+01]
 [-5.87676900e+01 -1.10905868e+01]
 [-3.85495648e+01 -1.13070233e+01]
 [-4.72113236e+01 -2.22303681e+01]
 [-4.39032228e+01 -2.21829727e+01]
 [-4.84919069e+01 -6.04615246e+00]
 [-5.11999889e+01 -4.08545737e+01]
 [-5.90432394e+01  8.11689570e+00]
 [-5.10695575e+01 -3.98065338e+01]
 [-2.12341725e+01  2.07704401e+00]
 [-2.76031728e+01 -2.45456317e+01]
 [-3.34104352e+01 -1.36729781e+00]
 [-5.67053142e+01 -4.07461333e+01]
 [-5.67339041e+01 -4.07365392e+01]
 [-2.49775695e+01 -2.26195218e+01]
 [-5.45051365e+01 -1.96435363e+01]
 [-3.98885539e+01 -6.44186953e+01]
 [-4.06470966e+01 -3.95501185e+01]
 [-3.18211523e+01 -2.04989440e+01]
 [-2.76105819e+01 -2.44520349e+01]
 [-4.71709211e+01  6.67403403e+00]
 [-3.63731945e+01  5.11458289e+00]
 [-2.49257459e+01 -2.31425252e+01]
 [-5.16459106e+01 -1.50141163e+01]
 [-5.23515814e+01  1.42560448e+01]
 [-4.92473174e+01 -4.15788161e+01]
 [-4.10585259e+01 -2.52350472e+01]
 [-5.42650684e+01 -2.66272008e+01]
 [-4.49911827e+01 -3.28294178e+01]
 [-4.59026209e+01 -3.20848562e+01]
 [-3.86882450e+01 -1.03713559e+01]
 [-6.62491745e+01  2.06672665e+01]
 [-4.55127471e+01 -8.05748133e+00]
 [-2.27449988e+01 -2.32764232e+01]
 [-3.85032869e+01 -2.79347590e+00]
 [-2.45406148e+01 -1.95326428e+01]
 [-4.27684122e+01 -2.49159520e+01]
 [-3.84600513e+01 -1.75187924e+01]
 [-2.43900921e+01 -2.11421107e+01]
 [-2.37243111e+01 -2.46283414e+01]
 [-4.76855733e+01 -1.64079871e+01]
 [-2.53092354e+01 -2.33402366e+01]
 [-3.55077039e+01  6.42131551e+00]
 [-4.77100443e+01  2.13346564e+01]
 [-4.85239933e+01  2.67832607e+01]
 [-4.47682130e+01 -1.28688796e+01]
 [-4.15123590e+01  1.65000293e+01]
 [-5.39875034e+01 -1.46227684e+01]
 [-5.20349912e+01 -6.36244326e+00]
 [-3.15806379e+01 -1.79830038e+01]
 [-2.78997380e+01 -2.95260468e+01]
 [-5.43703233e+01 -2.67273396e+01]
 [-4.54379681e+01 -1.27493945e+01]
 [-4.50840811e+01 -1.07874294e+01]
 [-4.51369262e+01 -1.07363260e+01]
 [-4.56074740e+01 -1.34223370e+01]
 [-5.19579421e+01 -6.44155182e+00]
 [-2.45072567e+01 -1.52219487e+01]
 [-2.84968057e+01 -2.42069915e+01]
 [-2.79733342e+01 -2.54813509e+01]
 [-6.41813341e+01 -9.63309562e+00]
 [-3.06338905e+01 -2.35018849e+00]
 [-6.02804267e+01  2.50690731e+00]
 [-4.05042617e+01 -4.11233833e+01]
 [-6.00160472e+01  3.34375346e+00]
 [-5.16279104e+01 -3.54008322e+01]
 [-2.93328422e+01  6.30931262e+01]
 [-2.13314445e+01  1.42666331e+00]
 [-5.90748278e+01 -2.32845267e+01]
 [-5.89045583e+01 -5.30731223e+00]
 [-3.23452456e+01 -3.14621971e+01]
 [-2.92719726e+01  6.28382986e+01]
 [-4.75296499e+01 -1.92970620e+01]
 [-3.40094984e+01 -4.26446644e+01]
 [-4.33877721e+01  2.33525873e+00]
 [-4.36545988e+01 -1.34082207e+00]
 [-5.29881986e+01 -3.87858417e+01]
 [-2.93728401e+01  6.32979016e+01]
 [-5.88807808e+01  8.25363456e+00]
 [-5.00241657e+01  3.06997573e+01]
 [ 2.31331284e+01  5.73573164e+01]
 [-5.14888257e+01 -3.00816897e+01]
 [-5.50895133e+01 -2.11310177e+01]
 [-4.16467713e+01 -3.55553158e+01]
 [-3.56602025e+01 -1.32848956e+01]
 [-5.21629362e+01 -2.63402432e+01]
 [-4.67930295e+01 -4.13686799e+01]
 [-4.92299061e+01 -4.16043174e+01]
 [-2.28297227e+01 -1.71512371e+01]
 [-4.81438798e+01 -4.16534271e+01]
 [-4.98565969e+01 -1.00634190e+01]
 [-3.23916099e+01 -1.93372951e+01]
 [-6.38559406e+01  6.88161301e-01]
 [-3.23983661e+01  1.15652460e+01]
 [-5.86897369e+01 -3.64438773e+01]
 [-4.06086043e+01 -4.10341643e+01]
 [-5.38891731e+01 -3.23146315e+01]
 [-4.55648906e+01  2.89729310e+01]
 [-2.29057207e+01 -1.49019587e+01]
 [-4.92322985e+01 -4.25283974e+01]
 [-2.64078195e+01 -1.57889667e+01]
 [-4.04559176e+01 -3.93654578e+01]
 [-4.12778420e+01  1.64693636e+01]
 [-5.52334399e+01 -1.30515599e+01]
 [-2.56163477e+01 -1.00956962e+01]
 [-2.98439392e+01 -3.27306699e+01]
 [-5.32687951e+01  1.46010596e+01]
 [-4.51651003e+01 -3.66299541e+01]
 [-6.39984838e+01 -6.14613069e+00]
 [-6.20394492e+01 -1.28914422e+01]
 [-4.57942383e+01  2.02109080e+00]
 [-3.64281366e+01  1.21760667e+00]
 [-4.75864601e+01 -3.33915365e+01]
 [-2.98745269e+01 -3.36764074e+01]
 [-2.95253045e+01 -3.27884721e+01]
 [-3.05057465e+01 -3.13928381e+01]
 [-4.56583634e+01  1.97527166e+00]
 [-5.58246565e+01 -1.67821499e+01]
 [-4.29814507e+01  2.07362155e+00]
 [ 4.87811898e+01  3.83289599e+01]
 [ 7.66635875e+01 -2.53148955e+01]
 [-3.03279967e+01 -7.85900593e+00]
 [-2.70689451e+01 -2.88297460e+01]
 [-8.31328800e+00  3.44660345e+01]
 [-5.16119757e+01 -2.69868475e+01]
 [-5.87369589e+01 -3.64431944e+01]
 [-4.60238004e+01 -4.03305306e+01]
 [-3.76973017e+01 -3.88595351e+01]
 [-3.76693227e+01 -4.24661838e+01]
 [-4.75586163e+01  1.63180944e+01]
 [-5.48813998e+01  1.10257082e+01]
 [-4.60919639e+01 -3.93987044e+01]
 [-4.02958105e+01  5.27970678e+01]
 [-1.26586382e+01  6.85671946e+01]
 [-2.83051253e+01  7.24920536e+01]
 [-1.33915642e+01  7.40875351e+01]
 [-1.09273911e+01 -1.36441886e+01]
 [-2.74583397e+01  2.36928512e+01]
 [-3.96419887e+01  6.88221184e+01]
 [-2.36927631e+01  7.82732941e+01]
 [-4.97291255e+01 -3.03156240e+01]
 [-1.97095695e+00  4.04954173e+01]
 [-6.66289319e+00  5.66437242e+01]
 [-1.07007695e+01 -6.02673540e+00]
 [-1.14477105e+01 -1.92211848e+01]
 [-2.88487766e+01  4.22888116e+01]
 [-2.68148902e+01  4.19353035e+01]
 [-1.77060043e+01  6.75177103e+01]
 [-1.51766848e+01  2.16565290e+01]
 [-1.87971235e+01  6.84446077e+01]
 [-5.77829518e+00  3.79626904e+01]
 [-4.04986341e+01  3.00338936e+01]
 [-3.59762402e+01  6.41083153e+01]
 [-1.22135329e+01  4.56521341e+01]
 [ 1.63714402e+00  7.10782102e+01]
 [-4.10918998e+01  3.79652205e+01]
 [-1.82257327e+01  4.93415269e+01]
 [-3.58631923e+01  6.41185468e+01]
 [-4.93980850e+01  3.26296803e+01]
 [-3.37128006e+01  6.35482147e+01]
 [ 4.47241762e+01 -2.83967233e+01]
 [-1.87047479e+01  2.21388397e+00]
 [-3.79829824e+00  3.64886131e+01]
 [-3.77542021e+01  7.22497753e+01]
 [-3.34024716e+01  4.54964701e+01]
 [-3.60101005e+01  5.33856736e+01]
 [-3.42530660e+01  6.41895290e+01]
 [-3.40511064e+01  6.40254944e+01]
 [-1.34108739e+01  2.39493434e+01]
 [-1.87908863e+01  9.82169614e+00]
 [-4.90091810e+01  7.04803879e+01]
 [-3.74116074e+01  2.35892169e+01]
 [-4.01183490e+01  7.13437102e+01]
 [-3.60540450e+01  6.41582326e+01]
 [-2.59431728e+01  8.29911848e+01]
 [-1.57914899e+01  1.60048171e+01]
 [-2.31895467e+01  1.48819565e+01]
 [-3.06542387e+01  5.49959865e+01]
 [-1.42362073e+01  3.52762277e+01]
 [-3.78098841e+01  7.69052772e+01]
 [-9.86590265e+00  4.67217065e+01]
 [-3.69983262e+01  2.34864420e+01]
 [-2.53421177e+01  6.00795902e+01]
 [-3.30398458e+01  7.20754216e+01]
 [-1.98112299e+01  1.94600822e+01]
 [-2.36064493e+01  4.44898276e+01]
 [-4.49594863e+01  5.24935560e+01]
 [-4.23895183e+01  3.52688759e+01]
 [-1.56316585e+01  4.89973387e+01]
 [-4.45222084e+01  6.92218603e+01]
 [-4.09705428e+01  7.55463217e+01]
 [-4.56183463e+01  6.91323090e+01]
 [-4.64433616e+01  6.89397865e+01]
 [-1.29408555e+01  6.00853025e+01]
 [-4.04245750e+01  7.30747569e+01]
 [-1.43536634e+01  5.20357510e+01]
 [-2.51471560e+01  5.67119194e+01]
 [-1.87260633e+01  1.69079435e+01]
 [-4.38214400e+01  5.13720068e+01]
 [-4.12181756e+01  7.55790440e+01]
 [-4.03365075e+01  7.30151136e+01]
 [-3.21817242e+01  6.05078141e+01]
 [-2.20312283e+01  5.26126690e+01]
 [-2.99564390e+01  4.51445099e+01]
 [-1.97358277e+01  1.65834492e+01]
 [-3.22282913e+01  6.05786377e+01]
 [-3.68569285e+01  5.88101691e+01]
 [-4.55225735e+01  5.34187659e+01]
 [-1.58138386e+01  6.23129192e+01]
 [-1.64175767e+01  6.19834762e+01]
 [-3.91225613e+01  5.42598004e+01]
 [-2.06063116e+01  5.07641803e+01]
 [-4.07919981e+01  4.41588131e+01]
 [-3.59302167e+01  7.32922735e+01]
 [-3.83764398e+01  5.27774676e+01]
 [-1.65843481e+01  4.87999391e+01]
 [-4.49927847e+00  4.53096482e+01]
 [-6.62324169e+00  5.70925129e+01]
 [-3.85520876e+01  7.00095317e+01]
 [-4.10800248e+01  6.43965943e+01]
 [-4.10917036e+01  6.42948814e+01]
 [-2.05283109e+01  5.33602018e+01]
 [-3.37590040e+01  8.31938622e+01]
 [-4.34384798e+01  5.97820791e+01]
 [-2.70823576e+01  2.38889009e+01]
 [-7.90976365e+00  5.70020510e+01]
 [-2.99487357e+01  3.88715101e+01]
 [ 9.52463976e+00  3.47157320e+01]
 [-4.37996321e+01  4.01576687e+01]
 [-1.18166245e+01  5.87240069e+01]
 [-2.48203959e+01  5.72847781e+01]
 [-4.31938859e+01  4.22018330e+01]
 [-3.58494694e+01  5.19563314e+01]
 [-5.97532022e+00  5.75756252e+01]
 [-3.82073154e+01  6.00526276e+01]
 [-4.32264821e+01  6.95510879e+01]
 [-3.73381271e+01  5.28731976e+01]
 [-1.66799871e+00  7.05119107e+01]
 [-2.94764946e+01  6.51496242e+01]
 [-1.73699898e+01  1.47946819e+01]
 [ 2.66962198e+01  5.13494032e+01]
 [-1.49697527e+01  1.64924819e+01]
 [-3.38760903e+01  4.97676294e+01]
 [-2.73809630e+01  2.38399329e+01]
 [ 3.63012445e+01  3.63837928e+01]
 [-4.30272033e+01  3.75335604e+01]
 [-3.40348635e+01  8.32354072e+01]
 [-4.53735223e+01  2.93214532e+01]
 [-1.01425695e+01 -4.55936627e+00]
 [-1.94541225e+01  1.02719194e+01]
 [-4.93628917e+01  3.27665298e+01]
 [-3.11072335e+01  4.69587653e+01]
 [-3.67750170e+01  3.47026982e+01]
 [-1.77362619e+01  4.10758015e+00]
 [ 1.41242949e+01 -6.50873384e+01]
 [-2.41094357e+01  4.61500794e+01]
 [-4.35661377e+01  3.99493234e+01]
 [-1.62494452e+01  2.72814831e+01]
 [-1.88556458e+01  1.04737535e+01]
 [-2.33904014e+01  1.55461467e+01]
 [-3.17612261e+01 -6.70067452e+01]
 [-6.82691669e+00  4.91287548e+01]
 [-2.27115957e+01  5.25036236e+01]
 [-3.86970088e+01  6.79937221e+01]
 [-4.56785579e+01  5.37090666e+01]
 [-3.07594301e+01  4.75496732e+01]
 [-1.99091736e+01  4.90976746e+01]
 [-3.33188664e+01  4.76922828e+01]
 [-3.09688446e+00  5.24897940e+01]
 [-1.55696916e+01  4.04219412e+01]
 [ 1.63882119e+00  4.07697301e+01]
 [-1.69260318e+01  1.72511641e+01]
 [-1.04586109e+01  5.69527114e+01]
 [-4.21283389e+01  3.84720221e+01]
 [-2.85801865e+01  5.68272011e+01]
 [-2.11099717e+01  5.05247666e+01]
 [-3.22593958e+01  1.55712459e+01]
 [-2.91552532e+01  4.96540599e+01]
 [-2.85292181e+01  4.91815490e+01]
 [-1.98866622e+01  2.92151975e+00]
 [-6.17031089e+01 -5.87787196e+01]
 [-3.09203457e+01  4.75109010e+01]
 [-3.62257528e+01  8.40833052e+01]
 [-3.86053919e+01  6.98067450e+01]
 [-3.62868510e+00  4.48711958e+01]
 [-3.74203379e+01  8.39903498e+01]
 [-9.83942517e+00 -3.61934401e+01]
 [-4.15292221e+01  6.61049249e+01]
 [-2.81639817e+01  5.74660040e+01]
 [-9.50778818e+00 -3.47112497e+01]
 [-2.07530535e+01  4.53839800e+01]
 [-4.75855515e+01  5.39814721e+01]
 [-3.80605612e+01  7.04338046e+01]
 [-2.50132060e+01  1.29329505e+01]
 [-3.66835147e+01  8.26096624e+01]
 [-3.66917299e+01  8.18576955e+01]
 [-3.75150755e+01  8.38238711e+01]
 [ 4.15131222e+01 -9.18268173e+01]
 [-3.63129471e+01  8.43343721e+01]
 [-9.81077408e+00  4.51143911e+01]
 [-2.15800024e+01  4.64468959e+01]
 [-3.67296067e+01  8.25455603e+01]
 [-3.58861706e+01  8.34500328e+01]
 [-1.02452401e+01 -4.77831973e+00]
 [-2.19329991e+01  1.86441814e+01]
 [ 8.32651637e+00  4.08205844e+01]
 [-4.11680350e+01  7.10127114e+01]
 [-3.97907161e+01  7.18500513e+01]
 [-4.73319301e+01  5.34881033e+01]
 [ 1.85698421e+00  4.07491349e+01]
 [-1.55137516e+01  6.36003021e+01]
 [-4.05843556e+01  2.41592089e+01]
 [-2.42594035e+01  5.62362481e+01]
 [-2.25361769e+01  5.26483248e+01]
 [-2.20211439e+01  5.50976475e+01]
 [-3.54892113e+01  4.96396731e+01]
 [-3.28683794e+00  5.22238972e+01]
 [-6.78126636e+00  4.07170592e+01]
 [-1.83118063e+01  6.14813318e+01]
 [-1.29384958e+01  5.98798110e+01]
 [-2.94319226e+01  5.42755863e+01]
 [-3.57500506e+01  7.05603635e+01]
 [-7.83842476e+00  5.69724078e+01]
 [-3.82350227e+01  6.87915324e+01]
 [-3.72254558e+01 -2.42889375e+01]
 [ 3.48939230e+01 -5.78248917e+01]
 [-8.48003974e+00  8.06408598e+01]
 [-4.12480249e+01  4.14207409e+01]
 [-1.46228850e+01  7.21884493e+00]
 [ 3.94044007e+01 -9.56504194e+01]
 [-1.06267585e+01  3.82870647e+01]
 [-3.20594339e-01  4.05960169e+01]
 [-8.69339310e+00  4.22514472e+01]
 [-2.53447593e+01  3.79343245e+01]
 [-2.05554602e+01  1.44068896e+01]
 [-2.18252665e+01  5.71159222e+01]
 [-3.57988121e+01  7.46764152e+01]
 [-3.09939576e+00  4.34594657e+01]
 [ 7.81390047e+00  5.31018530e+01]
 [-3.60814927e+01  6.85267716e+01]
 [-2.58312468e+01  5.66920210e+01]
 [-2.28168859e+01  1.47982153e+01]
 [-3.45455604e+01  4.25068187e+01]
 [-4.31666346e+01  5.53699773e+01]
 [-9.63181924e+00  4.34315217e+01]
 [-1.96804586e+01  5.61688175e+01]
 [-1.99649107e+01  5.63444635e+01]
 [-1.26966617e+01  4.85874949e+01]
 [-1.27108362e+01  6.02502334e+01]
 [-4.15501397e+01  6.92714389e+01]
 [-2.62933979e+01  5.92704404e+01]
 [-9.19952450e+00  7.71728905e+00]
 [-9.40195293e+00  2.11510259e+01]
 [-2.62757449e+01  4.46126998e+01]
 [-2.04671480e+01  4.93028951e+01]
 [-8.72550520e+00  7.16235680e+01]
 [-3.64907856e+01  7.74367397e+01]
 [-3.85969862e+01  3.95231940e+01]
 [-1.31307897e+01  4.42827169e+01]
 [-3.77931108e+01  7.82200655e+01]
 [-1.63782425e+01  3.59486978e+00]
 [-3.79034728e+01  7.83645308e+01]
 [-1.36126550e+01  5.82775310e+01]
 [-2.01500861e+01  5.34183812e+01]
 [ 7.16074463e-01  3.16483606e+01]
 [-1.37358527e+01  5.86492611e+01]
 [-4.00551601e+01  2.99497240e+01]
 [-1.59227094e+01  2.83047826e+01]
 [-3.48241761e+01  7.74592020e+01]
 [-3.49964897e+01  7.74148312e+01]
 [-2.66988015e+01  4.26360253e+01]
 [-1.86953251e+01  4.82050853e+01]
 [-3.38092205e+01  1.48218671e+01]
 [-3.57336296e+01  7.13799768e+01]
 [-1.10727558e+01 -1.34566818e+01]
 [-2.17822548e+01  1.80541186e+01]
 [-4.34052684e+01  5.99204035e+01]
 [-3.67314888e+01  5.15533491e+01]
 [-3.83186876e+01  2.36031064e+01]
 [-3.76569752e+01  5.96002120e+01]
 [-4.01966767e+01  6.96426274e+01]
 [-4.07892555e+01  6.37863559e+01]
 [-4.59132709e+01  6.79663686e+01]
 [-3.89308887e+01  6.76061530e+01]
 [-1.40271343e+01  3.53268420e+01]
 [-3.82112235e+01  5.52780686e+01]
 [-4.15468781e+01  7.10468820e+01]
 [-4.22303362e+01  5.69935450e+01]
 [-3.60560181e+01  3.96630159e+01]
 [ 9.47217546e+00  3.47485700e+01]
 [-4.26345958e+01  2.90946542e+01]
 [-4.11602076e+01  5.30297627e+01]
 [-2.45023155e+01  1.39939984e+01]
 [-4.02297253e+01  5.32286598e+01]
 [-8.47294779e+00  8.06597463e+01]
 [-5.20566244e+00  4.87516824e+01]
 [-4.01910987e+01  6.86326146e+01]
 [-2.92591170e+01  1.24426651e+01]
 [-7.77113094e+00  5.21077038e+01]
 [-1.15540492e+01  4.02215465e+01]
 [-3.42430015e+01  6.76224901e+01]
 [-1.33777955e+01  4.07385129e+01]
 [-1.81454752e+01  5.56436203e+01]
 [-1.47507473e+01  1.72841944e+01]
 [-3.84184849e+01  7.28101093e+01]
 [-3.33427329e+01  8.31465616e+01]
 [-3.47640852e+01  4.32651990e+01]
 [-2.48877933e+01  6.35781937e+01]
 [-4.69922347e+01  4.89472028e+01]
 [-8.72341020e+00  5.23127434e+01]
 [-1.13115474e+01  4.73474275e+01]
 [-3.34510657e+01  1.50896953e+01]
 [-2.16610147e+01  4.64722996e+01]
 [-3.38980177e+01  5.52690993e+01]
 [-1.01032873e+01  5.28130148e+01]
 [-4.70145510e+01  4.89351163e+01]
 [-3.59775906e+01  7.36153225e+01]
 [-4.32140752e+01  5.29297711e+01]
 [-1.49405047e+01  4.12786572e+01]
 [-3.58351034e+01  5.23296702e+01]
 [-1.86010381e+01  9.55739273e+00]
 [-2.15121969e+01  1.75284008e+01]
 [-2.10470780e+01  5.71668338e+01]
 [-3.78686204e+01  3.92355095e+01]
 [-8.57610535e+00  4.03807305e+01]
 [-6.96321981e+00  4.42925448e+01]
 [-2.41186180e+01  4.64617511e+01]
 [-1.19175096e+01  4.71541476e+01]
 [-3.70958277e+01  7.57407067e+01]
 [-1.65474061e+01  4.68558825e+01]
 [-3.02528341e+01  1.24754784e+01]
 [-2.58944002e+01  5.64770069e+01]
 [-1.51972368e+01  6.05261855e+01]
 [-1.55066266e+01  4.74904624e+01]
 [-1.47089827e+01  4.61598954e+01]
 [-2.02676941e+01  1.65869279e+01]
 [-1.32005879e+01  4.93188329e+01]
 [-2.03441733e+01  1.27882570e+01]
 [-2.64996993e+01  5.83680661e+01]
 [-2.13356749e+01  5.61384116e+01]
 [-3.46997216e+01  6.96907073e+01]
 [-1.02790224e+01  7.32590008e+01]
 [-3.77177631e+01  7.65138890e+01]
 [-9.20186472e-01  4.02365348e+01]
 [-1.75945628e+01  5.09188691e+01]
 [-1.63570309e+01  6.64157461e+01]
 [-3.72449256e+01  7.66376818e+01]
 [-1.61201937e+01  2.84238884e+01]
 [ 7.72869145e+01 -3.66550469e+01]
 [-3.69429556e+01  5.16688887e+01]
 [-1.85168897e+01  5.63469110e+01]
 [-5.90120884e+01 -1.77154152e+01]
 [-1.04834683e+01  5.67409972e+01]
 [-3.25434083e+01  1.54569299e+01]
 [-2.35352458e+01  4.72852839e+01]
 [-2.27068696e+01  5.88803181e+01]
 [-1.47530561e+01  4.57087863e+01]
 [-1.91878587e+01  5.11191741e+01]
 [-2.16805602e+01  7.20894589e+01]
 [-2.94981742e+00  4.67993460e+01]
 [-1.26181418e+01 -1.35330443e+01]
 [-4.13896009e+01  7.40503542e+01]
 [-2.48005564e+01  6.36802648e+01]
 [-3.22722426e+01  5.58420747e+01]
 [-2.22966460e+01  5.81853327e+01]
 [-2.17342023e+01  5.83112095e+01]
 [-2.12454855e+01  5.75389144e+01]
 [-2.19998043e+01  5.27893480e+01]
 [-3.73141550e+01  5.28714125e+01]
 [-3.83575553e+01  7.29638217e+01]
 [-3.74426821e+01  5.26937022e+01]
 [-4.50899567e+01  3.04863283e+01]
